linha_origem,Munícipios,EstacaoCodigo,Rios,Coordenadas (UTM),Altitude (m),Campanha,Periodo certificação,Ano,Data,Hora,Temp Ar,Temp Amostra,pH,Turbidez,Condutividade Eletrica,DBO,OD,OD (%),SolSuspensaoTotais,SolDissolvidosTotais,FosfatoTotal,NitrogenioTotal,NitrogenioAmoniacal,Nitratos,ColiformesTotais,AlcalinidadeTotal,CarbonoOrganicoTotal,OrtofosfatoTotal,DescargaLiquida,FosforoTotal,IQA,ColiformesTermotolerantes,Escherichia,CondutividadeEspecifica,Cloreto,Ortofosfato Dissolvido,IQA %,IQA CETESB
338,MANCIO LIMA,12430000,MOA,,,Segunda,Décimo Quarto,2023,2023-12-15,14:29,27.61,28.07,6.53,48.57,,5,4.86,62.1,0.11,14.93,,2.19,1.4,0.17,106.3,12,1.18,,,"0,018",,4.1,,"32,2",12,0.31,73.14,BOA
339,CRUZEIRO DO SUL,12500004,JURUA,,,Segunda,Décimo Quarto,2023,2023-12-15,15:30,28.41,28.16,7.05,64.7,,6,4.91,63,0.0229,33.11,,3.99,2.12,0.13,10.2,15,1.3,,,"0,24",,3,,"72,1",6,2.8,67.44,BOA
340,ASSIS BRASIL,13438000,ACRE,"-10.94519817305907, -69.56617870612858",231,Primeira,Décimo quinto,2024,2024-03-26,09:20,26.55,27.79,7.2,482.45,,7,6.13,78,0.14,59,,3.9,2,0.21,325,13,1.6,,,0.035,,98.5,,107.9,8,0.33,57.55,BOA
341,BRASILEIA,13459000,ACRE,"-11.01738914711542, -68.74509646134304",187,Primeira,Décimo quinto,2024,2024-03-26,12:00,28.96,28.96,7.72,301.28,,6,6.19,80.4,0.32,73.7,,2.85,1.3,0.77,686,25,2.9,,,0.042,,57,,148.2,10,0.139,59.80,BOA
342,XAPURI,13550001,ACRE,"-10.649855917150802, -68.50740363657874",169,Primeira,Décimo quinto,2024,2024-03-27,10:50,35.46,28.74,8.17,201.44,,8,6.32,81.8,0.43,47.3,,4.92,2.34,0.23,214,20,2.8,,,0.037,,26,,120.3,16,0.18,58.81,BOA
343,SENADOR GUIOMARD,13770000,IQUIRI,"-10.078928794137362, -67.54385046135778",153,Primeira,Décimo quinto,2024,2024-03-20,10:30,33.92,26.88,6.44,32.6,,5,3.6,45,0.381,8.83,,4,2.1,0.11,99,15,0.81,,,0.03,,33,,18.1,6,0.35,62.1,BOA
344,PORTO ACRE ,13610001,ACRE,"-9.589999366418281, -67.53118182308891",122,Primeira,Décimo quinto,2024,2024-03-21,09:59,27.21,28.95,7.06,317.62,,7,4.78,62.1,0.177,26.1,,3.83,1.9,0.1,55,16,18,,,1.5,,10,,57.1,10,0.38,47.2,REGULAR
345,RIO BRANCO,13601000,ACRE,"-9.956933590645951, -67.77691156673956",133,Primeira,Décimo quinto,2024,2024-03-23,09:45,26.77,28.18,6.86,195.68,,8,5.56,71.2,0.293,31.7,,4.5,3.1,0.27,98,12,2.5,,,0.034,,9,,67,1,0.19,59.75,BOA
346,PLACIDO DE CASTRO,15324300,ABUNA,"-10.337762522149955, -67.18453628096808",126,Primeira,Décimo quinto,2024,2024-03-22,10:30,33.21,27.71,6.06,27.91,,5,3.04,38.7,0.271,13.59,,3.3,2.19,0.13,59.1,7,2.1,,,0.02,,8,,29.2,5,0.17,51.12,REGULAR
347,SENA MADUREIRA,13408000,IACO,"-9.076365258320617, -68.65452464463851",127,Primeira,Décimo quinto,2024,2024-04-16,10:40,29.23,30.03,7.81,111.86,,8,6.33,83.9,0.1053,65.9,,4.3,2.91,0.2,45,24,2.4,,,0.07,,5,,115.2,9,0.38,62.17,BOA
348,MANOEL URBANO ,13190000,PURUS,"-8.842986621185595, -69.2588725528902",144,Primeira,Décimo quinto,2024,2024-04-16,08:10,26.39,30.16,8.15,87.22,,6,6.55,86.9,0.49,138.6,,3.93,2.3,0.53,86.7,25,1.66,,,0.71,,6.3,,254.4,18,1.52,62.22,BOA
349,TARAUACA,12600002,TARAUACA,"-8.158209266596135, -70.75829372709224",161,Primeira,Décimo quinto,2024,2024-04-12,16:30,30.77,30.21,8.11,78.04,,6,6.81,90.5,0.131,124.5,,5.31,3.1,0.39,88,23,2.86,,,0.025,,11.5,,234.9,10,0.43,70.6,BOA
350,FEIJO,12660000,ENVIRA,"-8.159255993149376, -70.35470034550912",153,Primeira,Décimo quinto,2024,2024-04-15,12:30,28.22,29.8,8.13,61.34,,5,6.6,87.2,0.159,135.2,,5,3.11,0.83,195,20,3,,,0.09,,52,,252.2,15,0.101,68,BOA
351,MANCIO LIMA,12430000,MOA,"-7.620997384760779, -72.79673148076904",178,Primeira,Décimo quinto,2024,2024-04-09,14:00,34.14,26.35,7.06,20.37,,7,3.76,46.6,0.115,33.1,,3.5,2.14,0.22,95,16,1.6,,,0.021,,7.3,,24,8,0.3,67.23,BOA
352,CRUZEIRO DO SUL,12500004,JURUA,"-7.634276346822194, -72.65878283857761",165,Primeira,Décimo quinto,2024,2024-04-09,15:10,27.58,26.54,7.12,163.96,,5,3.79,47.1,0.0311,28.8,,3.19,1.31,0.09,12,10,1.7,,,0.29,,5,,52.2,5,2.21,52.98,BOA
353,ASSIS BRASIL,13438000,ACRE,"-10.94519817305907, -69.56617870612858",231,Segunda,Décimo quinto,2024,2024-06-25,07:10,21.85,26.31,7.43,26.56,,9,7.26,90.1,0.137,117,,4.33,2.93,0.19,195,15,1,,,0.029,,54,,428.1,6,0.38,70.74,BOA
354,BRASILEIA,13459000,ACRE,"-11.01738914711542, -68.74509646134304",187,Segunda,Décimo quinto,2024,2024-06-25,10:30,27.18,28.2,7.66,37.76,,5,8.13,104.2,0.292,94.7,,2.61,1.5,0.61,287,30,3.4,,,0.037,,50,,156.7,12,0.12,74.1,BOA
355,XAPURI,13550001,ACRE,"-10.649855917150802, -68.50740363657874",169,Segunda,Décimo quinto,2024,2024-06-26,10:25,29.84,27.74,7.3,48.19,,7,7.7,98,0.321,72.2,,5,3,0.3,183,25,2,,,0.04,,30,,67,13,21,71.77,BOA
356,SENADOR GUIOMARD,13770000,IQUIRI,"-10.078928794137362, -67.54385046135778",153,Segunda,Décimo quinto,2024,2024-06-20,13:10,29.34,25.38,6.77,55.55,,7,6.67,81.3,0.27,11.1,,3.8,1.71,0.16,85,10,0.5,,,0.033,,27,,18.8,4,0.24,69.82,BOA
357,PORTO ACRE ,13610001,ACRE,"-9.589999366418281, -67.53118182308891",122,Segunda,Décimo quinto,2024,2024-06-22,09:30,27.53,29.37,7.49,54.83,,6,7.43,97.3,0.139,68.5,,3.92,2.1,0.13,48.1,20,16,,,1.77,,8,,124.40,8,0.4,60.08,BOA
358,RIO BRANCO,13601000,ACRE,"-9.956933590645951, -67.77691156673956",133,Segunda,Décimo quinto,2024,2024-06-20,10:10,28.41,29.46,6.7,74.44,,6,6.67,87.5,0.31,79.7,,4.11,2.9,0.3,71.2,20,2.12,,,0.029,,6,,141.2,0.87,0.21,72.75,BOA
359,PLACIDO DE CASTRO,15324300,ABUNA,"-10.337762522149955, -67.18453628096808",126,Segunda,Décimo quinto,2024,2024-06-21,09:30,28.18,27.82,6.35,85.82,,7,7.17,91.3,0.291,15.1,,4.11,2.9,0.19,45,11,1.89,,,0.028,,5,,28.4,3,0.23,70.33,BOA
360,SENA MADUREIRA,13408000,IACO,"-9.076365258320617, -68.65452464463851",127,Segunda,Décimo quinto,2024,2024-07-02,13:30,28.83,28.25,8.66,21.54,,6,9.35,120.1,0.533,149,,3.8,2.4,0.17,51,22,1.8,,,0.05,,9,,451.3,7,0.35,73.48,BOA
361,MANOEL URBANO ,13190000,PURUS,"-8.842986621185595, -69.2588725528902",144,Segunda,Décimo quinto,2024,2024-07-02,10:30,21.84,26.99,8.1,29.46,,5,8,100.5,0.43,154.8,,3.4,2.5,0.48,98,20,1.32,,,0.51,,8,,462.6,10,0.62,70.38,BOA
362,TARAUACA,12600002,TARAUACA,"-8.158209266596135, -70.75829372709224",161,Segunda,Décimo quinto,2024,2024-06-28,15:30,31.43,31.43,7.9,36.9,,8,7.74,105,0.124,195,,5.5,3.87,0.33,74,20,2.3,,,0.032,,7,,352.2,8,0.48,73.79,BOA
363,FEIJO,12660000,ENVIRA,"-8.159255993149376, -70.35470034550912",153,Segunda,Décimo quinto,2024,2024-06-28,14:20,33.11,30.92,8.61,27.71,,10,7.65,103,0.147,129,,5.41,3.93,0.7,165,30,2.51,,,0.072,,48,,549,17,0.11,66.93,BOA
364,MANCIO LIMA,12430000,MOA,"-7.620997384760779, -72.79673148076904",178,Segunda,Décimo quinto,2024,2024-07-01,15:00,24.81,27.7,6.26,56.79,,5,6.79,86.3,0.12,37.4,,3.9,2,0.24,83.6,12,1.13,,,0.029,,8,,61.3,6,0.33,73.09,BOA
365,CRUZEIRO DO SUL,12500004,JURUA,"-7.634276346822194, -72.65878283857761",165,Segunda,Décimo quinto,2024,2024-07-01,15:45,22.49,28.22,7.05,48.48,,6,6.96,89.3,0.321,134.2,,3.14,1.7,0.1,41,14,1.21,,,0.031,,3,,236.8,6,1.7,77.87,BOA
366,ASSIS BRASIL,13438000,ACRE,"-10.94519817305907, -69.56617870612858",231,Primeira,Décimo sexto,2024,2024-09-20,13:45,33.4,28.29,7.33,10.72,,10,8.02,103,0.141,160.7,,5.11,3.9,0.28,1299,30,1.3,,,0.035,,85,,4.3,10,0.43,69.23,BOA
367,BRASILEIA,13459000,ACRE,"-11.01738914711542, -68.74509646134304",187,Primeira,Décimo sexto,2024,2024-09-21,06:30,25.7,28.91,6.84,35.67,,7,6.68,86.8,0.321,87.7,,5.11,3.7,0.97,325.5,70,3.9,,,0.041,,51,,182.7,16,0.151,59.51,BOA
368,XAPURI,13550001,ACRE,"-10.649855917150802, -68.50740363657874",169,Primeira,Décimo sexto,2024,2024-09-20,09:00,25.71,28.59,7.37,54.43,,12,7.97,102.9,0.399,89.3,,6.18,4.35,0.27,648,50,2.5,,,0.074,,44,,188.7,18,0.24,51.46,REGULAR
369,SENADOR GUIOMARD,13770000,IQUIRI,"-10.078928794137362, -67.54385046135778",153,Primeira,Décimo sexto,2024,2024-10-02,12:30,27.49,26.98,6.59,51.81,,9,5.8,72.8,0.238,19.39,,4.32,2.9,0.21,1290,30,0.9,,,0.045,,259,,30.8,6,0.31,41.31,REGULAR
370,PORTO ACRE ,13610001,ACRE,"-9.589999366418281, -67.53118182308891",122,Primeira,Décimo sexto,2024,2024-10-01,09:00,30.02,29.11,6.50,32.08,,8,6.88,89.7,0.158,83.7,,5.2,3.11,0.19,980,40,4,,,0.092,,56,,165.5,10,0.53,45.81,REGULAR
371,RIO BRANCO,13601000,ACRE,"-9.956933590645951, -67.77691156673956",133,Primeira,Décimo sexto,2024,2024-09-30,09:40,24.71,28.31,6.36,62.56,,8,5.98,76.9,0.372,96.8,,5.6,3.8,0.43,816,30,2.3,,,0.051,,241,,186.1,10,0.35,41.28,REGULAR
372,PLACIDO DE CASTRO,15324300,ABUNA,"-10.337762522149955, -67.18453628096808",126,Primeira,Décimo sexto,2024,2024-09-19,11:47,29.71,28.76,7.41,48.25,,9,8.1,104.9,0.312,18.6,,5.3,3.8,0.29,122,16,2.16,,,0.039,,32,,35.4,5,0.7,61.66,BOA
373,SENA MADUREIRA,13408000,IACO,"-9.076365258320617, -68.65452464463851",127,Primeira,Décimo sexto,2024,2024-09-27,08:37,24.14,29.08,6.32,48.79,,10,6.21,81,0.612,241,,5.71,3.9,0.35,467,60,1.4,,,0.062,,59,,507,11,0.42,42.78,REGULAR
374,MANOEL URBANO ,13190000,PURUS,"-8.842986621185595, -69.2588725528902",144,Primeira,Décimo sexto,2024,2024-09-27,07:00,25.02,29.18,7.39,61.82,,13,6.72,87.8,0.521,277,,7.1,5.11,0.82,490.00,80,3,,,0.72,,39,,467.7,12,0.71,36.19,RUIM
375,TARAUACA,12600002,TARAUACA,"-8.158209266596135, -70.75829372709224",161,Primeira,Décimo sexto,2024,2024-09-25,13:50,27.57,32.79,7.74,59.44,,15,8.3,115.2,0.154,66.8,,6.1,4.9,0.56,770,80,2.9,,,0.071,,63,,357.2,10,0.61,40.79,REGULAR
376,FEIJO,12660000,ENVIRA,"-8.159255993149376, -70.35470034550912",153,Primeira,Décimo sexto,2024,2024-09-26,13:30,29.32,31.75,7.26,66.31,,16,7.52,102.6,0.212,257,,6.51,4.8,0.68,616.7,90,2.9,,,0.092,,123,,559,20,0.121,40.12,REGULAR
377,MANCIO LIMA,12430000,MOA,"-7.620997384760779, -72.79673148076904",178,Primeira,Décimo sexto,2024,2024-09-24,14:15,27.37,32.74,6.52,53.39,,10,8.73,121.1,0.13,33.4,,3.81,2.9,0.41,920,60,1.2,,,0.035,,95,,65.1,8,0.39,43.4,REGULAR
378,CRUZEIRO DO SUL,12500004,JURUA,"-7.634276346822194, -72.65878283857761",165,Primeira,Décimo sexto,2024,2024-09-23,15:20,30.52,31.17,7.01,53.7,,11,7.09,95.8,0.213,120.5,,6.1,4.12,0.44,1203,150,3.9,,,0.033,,70,,259.3,12,0.55,51.49,REGULAR
379,ASSIS BRASIL,13438000,ACRE,"-10.94519817305907, -69.56617870612858",231,Primeira,Decimo setimo,2025,2025-04-04,09:20,25.81,26.66,6.74,870.61,,8,8.08,100.8,0.459,3,,4.4,2.5,1.6,1732,23,1.9,,,0.033,,579,,126.7,12,2.13,53.19,BOA
380,BRASILEIA,13459000,ACRE,"-11.01738914711542, -68.74509646134304",187,Primeira,Decimo setimo,2025,2025-04-03,12:30,25.98,26.55,6.67,602.72,,7,7.06,87.9,0.592,46.8,,3.9,2.5,1,1553,40,2.18,,,0.034,,648,,99.3,11,2.11,53.34,BOA
381,XAPURI,13550001,ACRE,"-10.649855917150802, -68.50740363657874",169,Primeira,Decimo setimo,2025,2025-04-04,13:30,26.28,27.13,6.68,541.44,,10,7.26,91.4,0.494,37.3,,4.92,3.2,1.9,770,20,1.5,,,0.066,,84.4,,94.1,10,1,55.53,BOA
382,SENADOR GUIOMARD,13770000,IQUIRI,"-10.078928794137362, -67.54385046135778",153,Primeira,Decimo setimo,2025,2025-04-02,13:00,26.8,25.84,5.5,26.58,,8,5.14,63.1,0.401,9.33,,3.9,2.4,1.1,313,6,1.4,,,0.0354,,55,,19.6,4,0.91,61.34,BOA
383,PORTO ACRE ,13610001,ACRE,"-9.589999366418281, -67.53118182308891",122,Primeira,Decimo setimo,2025,2025-04-01,09:50,28.03,27.6,6.5,252.36,,5,6.04,76.6,0.411,24.8,,4.3,2.1,1.3,436,12,2.11,,,0.069,,10,,50.9,8,1,59.83,BOA
384,RIO BRANCO,13601000,ACRE,"-9.956933590645951, -67.77691156673956",133,Primeira,Decimo setimo,2025,2025-03-31,16:30,25.92,27.24,5.79,228.31,,12,5.96,75.2,0.531,26.1,,4.4,3.5,1.8,85,8,1.83,,,0.036,,12,,53,6,1.7,56.12,BOA
385,PLACIDO DE CASTRO,15324300,ABUNA,"-10.337762522149955, -67.18453628096808",126,Primeira,Decimo setimo,2025,2025-04-02,10:00,25.83,26.35,5.2,34.43,,5,5.15,63.9,0.36,10.2,,4.5,3.3,1.5,631,10,1.77,,,0.036,,49,,19.7,7,1.1,60.12,BOA
386,SENA MADUREIRA,13408000,IACO,"-9.076365258320617, -68.65452464463851",127,Primeira,Decimo setimo,2025,2025-03-27,07:50,25.51,27.72,6.42,730.54,,12,6.29,80,0.556,39.5,,3.72,1.29,2,343.3,50,1.4,,,0.056,,88,,79.6,10,1.36,53.62,BOA
387,MANOEL URBANO ,13190000,PURUS,"-8.842986621185595, -69.2588725528902",144,Primeira,Decimo setimo,2025,2025-03-26,16:00,27.01,27.89,6.66,630.4,,6,6.71,85.5,0.363,69.9,,4.2,3.1,1.2,135,60,3.11,,,0.0342,,3,,147.1,9,1.3,64.72,BOA
388,TARAUACA,12600002,TARAUACA,"-8.158209266596135, -70.75829372709224",161,Primeira,Decimo setimo,2025,2025-03-24,16:00,27.85,27.91,6.89,467.6,,7,6.89,87.9,0.295,66.9,,4.15,2.2,1.7,590,64,2.21,,,0.056,,80,,140.3,6,0.82,58.04,BOA
389,FEIJO,12660000,ENVIRA,"-8.159255993149376, -70.35470034550912",153,Primeira,Decimo setimo,2025,2025-03-25,16:50,30.66,27.66,6.77,384.4,,14,6.95,88.3,0.576,82.4,,3.82,1.8,1.3,153,75,3,,,0.0431,,7,,167.3,16,1.8,58.75,BOA
390,MANCIO LIMA,12430000,MOA,"-7.620997384760779, -72.79673148076904",178,Primeira,Decimo setimo,2025,2025-03-18,13:30,28.43,25,5.35,9.73,,6,3.39,41,0.24,12.9,,2.01,1.6,1.3,139.6,20,0.9,,,0.04,,16.9,,20.6,8,0.9,58.45,BOA
391,CRUZEIRO DO SUL,12500004,JURUA,"-7.634276346822194, -72.65878283857761",165,Primeira,Decimo setimo,2025,2025-03-19,16:52,24.79,25.7,6.1,521.88,,8,4.34,53.3,0.821,39.5,,5.2,3.9,2.1,1980,33,2.3,,,0.041,,160,,82.8,9,0.7,48.13,REGULAR
392,PORTO WALTER,12389000,JURUA,"-8.263677845414033, -72.74170231804855",201,Primeira,Decimo setimo,2025,2025-03-21,16:14,24.15,25.75,5.79,452.41,,12,5.24,64.3,0.337,48.7,,3.1,1.9,0.9,63,41,3.7,,,0.031,,6,,101.5,10,1.5,54.16,BOA
393,MARECHAL THAUMATURGO,12369000,JURUA,"-8.949068661768846, -72.78461476983797",208,Primeira,Decimo setimo,2025,2025-03-21,05:30,24.17,26.08,6.33,553.04,,5,6.61,81.7,0.432,63.8,,2.9,1.8,0.6,960,69,1.4,,,0.03,,38,,132.2,18,0.8,60.16,BOA
394,ASSIS BRASIL,13438000,ACRE,"-10.94519817305907, -69.56617870612858",231,Segunda,Decimo setimo,2025,2025-06-20,07:30,23.61,27.22,7.63,43.1,,6,7.09,89.4,0.611,138.5,,4.6,2.9,1.83,920,30,2.8,,,0.027,,330,,216.5,8,3.2,66.24,BOA
395,BRASILEIA,13459000,ACRE,"-11.01738914711542, -68.74509646134304",187,Segunda,Decimo setimo,2025,2025-06-19,13:00,34.13,27.41,7.54,37.86,,5,7.88,99.6,0.383,55.5,,4.21,1.95,1.89,770,30,1.95,,,0.028,,284,,83.2,10,3.17,68.12,BOA
396,XAPURI,13550001,ACRE,"-10.649855917150802, -68.50740363657874",169,Segunda,Decimo setimo,2025,2025-06-19,10:00,29.79,27.16,7.16,48.2,,12,7.33,92.3,0.349,49.1,,4.62,2.81,1.5,547,28,1.3,,,0.072,,63,,73.8,13,1.17,64.39,BOA
397,SENADOR GUIOMARD,13770000,IQUIRI,"-10.078928794137362, -67.54385046135778",153,Segunda,Decimo setimo,2025,2025-06-18,08:40,25.4,23.86,6.11,56.63,,5,6.93,82.4,0.309,7.46,,3.11,1.9,1.21,420,10,2.16,,,0.025,,87,,11.5,6,0.4,66.71,BOA
398,PORTO ACRE ,13610001,ACRE,"-9.589999366418281, -67.53118182308891",122,Segunda,Decimo setimo,2025,2025-06-16,10:45,26.48,26.52,7.09,55.1,,5,7.5,93.3,0.371,44.6,,5.1,2.99,1.18,250,16,2.5,,,0.073,,18,,69.1,10,1.11,72.6,BOA
399,RIO BRANCO,13601000,ACRE,"-9.956933590645951, -67.77691156673956",133,Segunda,Decimo setimo,2025,2025-06-15,11:00,26.7,26.23,7.06,74.21,,6,7.46,92.4,0.429,45.2,,3.8,2.91,1.6,66,6,1.42,,,0.027,,10,,72.1,4,1.8,72.86,BOA
400,PLACIDO DE CASTRO,15324300,ABUNA,"-10.337762522149955, -67.18453628096808",126,Segunda,Decimo setimo,2025,2025-06-18,11:37,30.13,24.8,6.34,85.52,,6,7.42,89.4,0.33,11.9,,4.7,2.3,1.18,372,8,1.17,,,0.025,,25,,14.3,5,0.9,67.2,BOA
401,SENA MADUREIRA,13408000,IACO,"-9.076365258320617, -68.65452464463851",127,Segunda,Decimo setimo,2025,2025-06-19,10:29,25.95,28.83,7.5,35.87,,10,6.8,89.40,0.395,99.5,,4.1,2.17,1.39,290,30,1.8,,,0.049,,61,,214.2,8,2,68.45,BOA
402,MANOEL URBANO ,13190000,PURUS,"-8.842986621185595, -69.2588725528902",144,Segunda,Decimo setimo,2025,2025-06-19,07:50,26.04,28.07,7.85,113.26,,8,7.22,92.5,0.298,140.2,,4.1,2.91,1,116,40,2.24,,,0.0285,,14,,311.4,12,1.5,61.47,BOA
403,TARAUACA,12600002,TARAUACA,"-8.158209266596135, -70.75829372709224",161,Segunda,Decimo setimo,2025,2025-06-17,14:45,24.74,28.36,7.55,161.88,,5,7.19,92.5,0.32,121.6,,3.89,2,1.4,416,50,2.7,,,0.048,,110,,284.4,8,1.31,57.91,BOA
404,FEIJO,12660000,ENVIRA,"-8.159255993149376, -70.35470034550912",153,Segunda,Decimo setimo,2025,2025-06-18,15:30,26.93,28.18,7.56,128.75,,10,6.84,87.7,0.61,158.4,,4.17,2.11,1.71,190,52,2.61,,,0.0391,,13,,316,19,2.12,59.87,BOA
405,MANCIO LIMA,12430000,MOA,"-7.620997384760779, -72.79673148076904",178,Segunda,Decimo setimo,2025,2025-06-16,15:56,24.62,24.84,5.48,35.46,,8,5.72,69,0.198,14.11,,3.95,2.4,1.7,210,28,,,,0.038,,21,,26.7,10,0.5,63.17,BOA
406,CRUZEIRO DO SUL,12500004,JURUA,"-7.634276346822194, -72.65878283857761",165,Segunda,Decimo setimo,2025,2025-06-16,15:10,24.16,25.55,6.3,90.35,,7,6.26,76.6,0.293,41.8,,4.19,2.13,1,692,30,1.9,,,0.032,,63,,85.7,14,1.3,63.11,BOA
407,ASSIS BRASIL,13438000,ACRE,"-10.94519817305907, -69.56617870612858",231,Primeira,Decimo oitavo,2025,2025-09-18,17:00,24.3,32.31,7.55,30.9,,6,8.04,110.7,0.324,161.3,,3.87,2.3,0.11,26,9,0.9,,,0.04,,8,,292.3,5,0.16,76.55,BOA
408,BRASILEIA,13459000,ACRE,"-11.01738914711542, -68.74509646134304",187,Primeira,Decimo oitavo,2025,2025-09-19,08:20,27.24,29.04,7.64,82.78,,5,7.54,98.2,0.291,99.5,,5.1,4.12,0.13,18,6,1.3,,,0.03,,5,,163.2,4,0.09,74.21,BOA
409,XAPURI,13550001,ACRE,"-10.649855917150802, -68.50740363657874",169,Primeira,Decimo oitavo,2025,2025-09-18,13:00,28.66,30.98,7.59,28.74,,7,8.42,113.3,0.257,74.7,,3.9,2.18,0.1,12,8,1.7,,,0.038,,4,,127.2,5,0.11,77.87,BOA
410,SENADOR GUIOMARD,13770000,IQUIRI,"-10.078928794137362, -67.54385046135778",153,Primeira,Decimo oitavo,2025,2025-09-15,12:00,27.18,25.93,5.93,58.54,,6,6.66,82,0.297,13.3,,3,2,0.1,11,9,1,,,0.023,,8,,23.5,6,0.08,70.14,BOA
411,PORTO ACRE ,13610001,ACRE,"-9.589999366418281, -67.53118182308891",122,Primeira,Decimo oitavo,2025,2025-09-16,09:30,27.32,25.33,5.4,23.91,,7,8.9,108.4,0.038,81.1,,4.11,2.7,0.19,20,10,0.9,,,0.042,,12,,3.3,8,0.592,68.11,BOA
412,RIO BRANCO,13601000,ACRE,"-9.956933590645951, -67.77691156673956",133,Primeira,Decimo oitavo,2025,2025-09-16,12:25,32.01,30.34,7.31,157.74,,6,6.92,92.2,0.24,72.5,,3,2.1,0.11,11,8,1.17,,,0.02,,5,,141,5,0.07,65.97,BOA
413,PLACIDO DE CASTRO,15324300,ABUNA,"-10.337762522149955, -67.18453628096808",126,Primeira,Decimo oitavo,2025,2025-09-17,14:40,28.24,29.56,6.66,64.85,,5,7.65,100.5,0.299,20.9,,2.12,1,0.2,19,20,1.5,,,0.011,,6,,29.4,10,0.31,76.72,BOA
414,SENA MADUREIRA,13408000,IACO,"-9.076365258320617, -68.65452464463851",127,Primeira,Decimo oitavo,2025,2025-09-26,17:10,24.04,29.68,8.04,78.99,,6,8.46,111.4,0.235,234,,4.3,3,0.09,25.3,10,1.3,,,0.03,,8,,415.8,6,0.13,47.18,REGULAR
415,MANOEL URBANO ,13190000,PURUS,"-8.842986621185595, -69.2588725528902",144,Primeira,Decimo oitavo,2025,2025-09-26,15:00,26.59,29.32,8.13,44.34,,8,7.73,101.2,0.053,245,,3.11,2.24,0.13,19,11,0.7,,,0.049,,5,,433.9,6,0.44,74.16,BOA
416,TARAUACA,12600002,TARAUACA,"-8.158209266596135, -70.75829372709224",161,Primeira,Decimo oitavo,2025,2025-09-25,15:00,24.03,28.35,7.74,31.45,,6,7.7,99,0.224,134,,0.8,1,0.2,28,11,2.9,,,0.0216,,12,,229.8,7,0.1,79.03,BOA
417,FEIJO,12660000,ENVIRA,"-8.159255993149376, -70.35470034550912",153,Primeira,Decimo oitavo,2025,2025-09-25,16:15,25.07,27.76,7.53,32.16,,7,6.68,85.1,0.151,183.2,,2.8,1.9,0.18,21,10,1.13,,,0.29,,8.9,,327.3,6,0.21,70.28,BOA
418,MANCIO LIMA,12430000,MOA,"-7.620997384760779, -72.79673148076904",178,Primeira,Decimo oitavo,2025,2025-09-24,15:00,23.59,28.6,6.76,61.47,,5,7.06,91.1,0.021,33.8,,2.5,1.81,0.07,20,10,0.8,,,0.022,,5,,42.5,6,2.3,76.79,BOA
419,CRUZEIRO DO SUL,12500004,JURUA,"-7.634276346822194, -72.65878283857761",165,Primeira,Decimo oitavo,2025,2025-09-23,16:40,25.47,30.39,7.37,52.4,,6,7.02,93.5,0.11,89.4,,2.4,1.5,0.12,7,10,1,,,0.1,,3,,150.3,7,3.5,77.19,BOA
420,SANTA ROSA DO PURUS,13169900,PURUS,"-8.263677845414033, -72.74170231804855",201,Primeira,Decimo oitavo,2025,2025-09-24,06:45,28.05,22.53,6.5,11.53,,8,8.82,101.9,0.039,214,,3.17,1.81,0.17,17,8,0.8,,,0.028,,5.9,,13.4,5,1.1,77.39,BOA
421,MARECHAL THAUMATURGO,12369000,JURUA,"-8.949068661768846, -72.78461476983797",208,Primeira,Decimo oitavo,2025,2025-10-03,08:10,25.27,24.9,7.76,50.2,,5,8.19,99,0.089,108.2,,2.5,1.8,0.17,30.7,6,0.9,,,0.039,,10,,8.9,4,0.09,76.97,BOA
422,PORTO WALTER,12389000,JURUA,"-8.263677845414033, -72.74170231804855",192,Primeira,Decimo oitavo,2025,2025-10-01,06:50,29.06,24.7,7.36,38.79,,5,8.56,103,0.029,108.2,,2.9,1.1,0.16,90,8,0.8,,,0.023,,15,,6.6,4,0.09,77.19,BOA
423,JORDÃO,12557000,TARAUACA,"-9.186558122532947, -71.95293527486463",264,Primeira,Decimo oitavo,2025,2025-10-16,08:12,26.44,26.33,7.36,16.4,,7,8.09,100.5,0.039,181.5,,2.91,1.5,0.25,80,11,1.3,,,0.021,,20,,3.9,6,0.13,76.68,BOA
424,ASSIS BRASIL,13438000,ACRE,"-10.94519817305907, -69.56617870612858",231,Segunda,Decima oitava,2025,2025-12-22,14:30,26.98,29.64,6.98,314.43,,5,7.02,92.3,0.1248,62.1,,3.17,1.84,0.9,410,10,1.4,,,0.039,,36,,137.9,6,0.16,62.31,BOA
425,BRASILEIA,13459000,ACRE,"-11.01738914711542, -68.74509646134304",187,Segunda,Decima oitava,2025,2025-12-23,06:30,23.92,27.2,6.8,355.23,,7,7.17,90.3,0.1057,36.3,,3.77,2.98,1.18,24,12,1.51,,,0.025,,5,,72.5,4,0.12,64.17,BOA
426,XAPURI,13550001,ACRE,"-10.649855917150802, -68.50740363657874",169,Segunda,Decima oitava,2025,2025-12-23,08:00,25.9,25.97,6.76,204.98,,6,7.2,88.7,0.09908,28.8,,4.11,26.6,0.8,11,16,1.3,,,0.03,,2,,52.7,8,0.09,65.88,BOA
