linha_origem,Munícipios,EstacaoCodigo,Rios,Coordenadas (UTM),Altitude (m),Campanha,Periodo certificação,Ano,Data,Hora,Temp Ar,Temp Amostra,pH,Turbidez,Condutividade Eletrica,DBO,OD,OD (%),SolSuspensaoTotais,SolDissolvidosTotais,FosfatoTotal,NitrogenioTotal,NitrogenioAmoniacal,Nitratos,ColiformesTotais,AlcalinidadeTotal,CarbonoOrganicoTotal,OrtofosfatoTotal,DescargaLiquida,FosforoTotal,IQA,ColiformesTermotolerantes,Escherichia,CondutividadeEspecifica,Cloreto,Ortofosfato Dissolvido,IQA %,IQA CETESB
127,ASSIS BRASIL,13438000,ACRE,,,Primeira,Setimo,2019,2019-08-27, 08:20:00,24.32,24.05,8.05,28.2,,9,7.62,,0.01112,97.8,,0.5,0.3,0.06,4.9,,,,,0.022,,<1,,648,,11.16,,
128,BRASILEIA,13459000,ACRE,,,Primeira,Setimo,2019,2019-08-27,11:05,28.27,25.12,7.44,198.27,,8,6.43,,0.01632,78.7,,1.6,1,0.11,8.9,,,,,0.002,,<1,,213.2,,7.3,,
129,XAPURI,13550001,ACRE,,,Primeira,Setimo,2019,2019-08-28,11:30,30.56,27.73,7.58,114.19,,7,6.87,,0.01011,68.1,,1.6,1.2,0.07,3.7,,,,,0.002,,<1,,226.2,,8.3,,
130,RIO BRANCO,13601000,ACRE,,,Primeira,Setimo,2019,2019-09-02,17:13,28.5,30.66,7.45,89.66,,,6.93,,,,,,,,,,,,,0.31,,<1,,110.3,,,,
131,SENADOR GUIOMARD,13770000,IQUIRI,,,Primeira,Setimo,2019,2019-09-03,14:24,27.5,26.7,6.48,41.74,,,6.02,,,,,,,,,,,,2,,,,,19.1,,,,
132,PLACIDO DE CASTRO,15324300,ABUNA,,,Primeira,Setimo,2019,2019-09-04,13:30,31.9,28.5,6.54,84.57,,,7.06,,0.0152,28.9,,0.6,0.5,0.06,3,,,5.7,30,0.021,,,,19.2,,5.7,,
133,PORTO ACRE ,13610001,ACRE,,,Primeira,Setimo,2019,2019-09-05,09:00,28.1,29.9,7.24,43.54,,,6.37,,,,,,,,,,,,51,,,<1,,115.9,,,,
134,JORDAO,12557000,TARAUACA,,,Primeira,Setimo,2019,2019-09-19,08:23,26.89,29.41,8.32,50.48,,,7.3,,,,,,,,,,,,,,,,,695,,,,
135,MANOEL URBANO ,13190000,PURUS,,,Segunda,Setimo,2019,2019-11-12,08:15,26.6,27.29,7.57,7.5,,7,5.58,,0.02002,87.3,,1.8,1.5,0.1,6.9,,,11.2,,0.03,,,,182.3,,11.2,,
136,PORTO ACRE ,13610001,ACRE,,,Segunda,Setimo,2019,2019-11-12,13:30,27,28,6.75,399.70001,,7,5.37,,0.0168,83.1,,0.8,0.6,0.09,2,,,,245,0.023,,<1,,117.1,,7.5,,
137,FEIJO,12660000,ENVIRA,,,Segunda,Setimo,2019,2019-11-14,08:40,26.15,27.12,7.47,308.70999,,9,4.83,,0.0125,134.3,,1,0.9,0.06,4,,,6.1,,0.02,,,,159.5,,6.1,,
138,TARAUACA,12600002,TARAUCA,,,Segunda,Setimo,2019,2019-11-14,06:38,24.67,27,7.49,345.81,,7,5.45,,0.01068,110,,1.8,1.4,0.04,6.1,,,14,,0.026,,,,165.7,,14,,
139,PLACIDO DE CASTRO,15324300,ABUNA,,,Segunda,Setimo,2019,2019-11-18,13:00,27.5,26.5,6.01,131.5,,8,5.7,,0.0168,43.2,,0.5,0.4,0.08,4.11,,,7.3,121,0.021,,,,43.5,,7.3,,
140,CRUZEIRO DO SUL ,12500004,JURUA,,,Segunda,Setimo,2019,2019-11-21,09:25,27.29,26.43,6.7,173.10001,,7,4.29,,0.0096,61.8,,2,2,0.07,8.9,,,11,,0.232,,,,61.1,,11,,
141,MANCIO LIMA,12430000,MOA,,,Segunda,Setimo,2019,2019-11-21,08:30,26.21,25.2,5.86,37.14,,8,3.73,,0.0068,91.4,,1.5,1.4,0.07,3.7,,,13,,0.02,,,,24.5,,13,,
142,RIO BRANCO,13601000,ACRE,,,Segunda,Setimo,2019,2019-11-25,11:30,30.4,26.7,6.58,262.25,,6,4.93,,0.07112,128,,3.2,2,0.09,5.3,,,,,0.213,,<1,,105.1,,8,,
143,SENADOR GUIOMARD,13770000,IQUIRI,,,Segunda,Setimo,2019,2019-11-26,09:10,27,26.19,5.79,49.1,,8,4.59,,0.0029,29.9,,0.5,0.3,0.12,110,,,8.16,13,0.002,,,,44.1,,8.16,,
144,SENA MADUREIRA,13438000,IACO,,,Segunda,Setimo,2019,2019-11-29,08:06,23.63,24.41,7.02,1002,,8,5.41,,0.0143,124.4,,0.4,0.3,0.08,4.9,,,8.7,,0.021,,,,66.3,,8.7,,
145,BRASILEIA,13459000,ACRE,,,Segunda,Setimo,2019,2019-11-29,11:00,24.58,24.47,6.47,789.79999,,8,5.6,,0.01811,89.1,,1.6,0.9,0.06,12.16,,,,,0.0231,,<1,,37.5,,10,,
146,XAPURI,13550001,ACRE,,,Segunda,Setimo,2019,2019-11-30,08:10,26.72,24.81,6.65,725.40002,,11,5.53,,0.0052,33.12,,1,1,0.09,14.18,,,,,0.0321,,<1,,39.3,,7,,
147,RIO BRANCO,13601000,ACRE,,,Primeira,Oitavo,2020,2020-02-17,11:44,29.9,26.8,8.39,145.75999,,6,6.37,79.9,,,,,,,,,,,,,,<1,,,,,,
148,MANCIO LIMA,12430000,MOA,,,Primeira,Oitavo,2020,2020-02-18,08:40,26.9,26.7,6.88,31,,,5.77,,,,,,,,,,,,,,,,,33.8,,,,
149,SENADOR GUIOMARD,13770000,IQUIRI,,,Primeira,Oitavo,2020,2020-02-18, 08:45:00,28.2,26.2,7.26,28.2,,,5.01,,,,,,,,,,,,24,,,,,,,,,
150,PLACIDO DE CASTRO,15324300,ABUNA,,,Primeira,Oitavo,2020,2020-02-18, 09:30:00,31.2,26.4,7.84,34.06,,,5.35,,,,,,,,,,,,369,,,,,15,,,,
151,CRUZEIRO DO SUL ,12500004,JURUA,,,Primeira,Oitavo,2020,2020-02-18, 10:18:00,31.85,26.97,7.47,354,,,5.92,,,,,,,,,,,,,,,,,95.9,,,,
152,PORTO ACRE ,13610001,ACRE,,,Primeira,Oitavo,2020,2020-02-18,13:35,28.4,27.5,7.46,169.5,,,6.36,,,,,,,,,,,,795,,,<1,,37.5,,,,
153,TARAUACA,12600002,TARAUCA,,,Primeira,Oitavo,2020,2020-02-19,09:00,27.61,27.34,7.6,450.92999,,,6.87,,,,,,,,,,,,,,,,,188.7,,,,
154,FEIJO,12660000,ENVIRA,,,Primeira,Oitavo,2020,2020-02-19, 11:20:00,27.41,27.74,7.68,327.54999,,,6.66,,,,,,,,,,,,,,,,,229.3,,,,
155,MANOEL URBANO ,13190000,PURUS,,,Primeira,Oitavo,2020,2020-02-20, 08:30:00,27.01,28.35,7.61,365.25,,,6.86,,,,,,,,,,,,,,,,,177.3,,,,
156,SENA MADUREIRA,13408000,IACO,,,Primeira,Oitavo,2020,2020-02-20,10:43,30.32,27.34,6.94,455.29999,,,6.64,,,,,,,,,,,,,,,,,78.5,,,,
157,ASSIS BRASIL,13438000,ACRE,,,Primeira,Oitavo,2020,2020-02-28, 08:30:00,26.28,26.56,7.48,408.10999,,,7.43,,,,,,,,,,,,,,,<1,,111.3,,,,
158,BRASILEIA,13459000,ACRE,,,Primeira,Oitavo,2020,2020-02-28, 11:00:00,30,26.64,6.74,362.82001,,,7.09,,,,,,,,,,,,,,,<1,,50.3,,,,
159,XAPURI,13550001,ACRE,,,Primeira,Oitavo,2020,2020-02-29,08:10,25.24,26.7,6.77,403.75,,,6.72,,,,,,,,,,,,,,,<1,,48.2,,,,
160,MARECHAL THAUMATURGO ,12369000,JURUA,,,Primeira,Oitavo,2020,2020-03-04,10:25,30.38,27.62,7.3,502.25,,,6.16,,,,,,,,,,,,,,,,,156.4,,,,
161,PORTO WALTER ,12389000,JURUA,,,Primeira,Oitavo,2020,2020-03-06,09:15,24.91,27.7,7.28,471.75,,,6.51,,,,,,,,,,,,,,,,,134.2,,,,
162,JORDAO,12557000,TARAUACA,,,Primeira,Oitavo,2020,2020-03-12,10:00,27.6,25.7,7.57,367.89999,,,7.56,,,,,,,,,,,,,,,,,222.5,,,,
163,ASSIS BRASIL,13438000,ACRE,,,Segunda,Oitavo,2020,2020-11-05,08:25,29.14,28.58,8.02,36.5,,5,8.35,,0.01235,114.8,,0.2,0.2,0.06,65.9,,,,,0.011,,<1,,231.4,,0,,
164,BRASILEIA,13459000,ACRE,,,Segunda,Oitavo,2020,2020-11-05,11:55,29.58,30.01,7.53,122.93,,7,7.5,,0.0068,49.8,,0.5,0.3,0.05,62.4,,,,,0.0132,,<1,,96.3,,0.8,,
165,XAPURI,13550001,ACRE,,,Segunda,Oitavo,2020,2020-11-06,08:50,29.18,28.82,7.33,63.98,,8,7.48,,0.0058,41.2,,0.4,0.6,0.08,144,,,,,0.0102,,<1,,74.3,,0.6,,
166,JORDAO,12557000,TARAUACA,,,Segunda,Oitavo,2020,2020-11-19,11:35,28.09,30.19,8.03,63.3,,9,7.46,,0.0048,107.7,,0.23,0.2,0.08,101.3,,,0.34,,0.0012,,,48,220.5,,0.34,,
167,MARECHAL THAUMATURGO ,12369000,JURUA,,,Segunda,Oitavo,2020,2020-11-25,08:06,27.03,27.35,7.35,55.21,,10,5.96,,0.03,132.10001,,0.24,0.2,0.11,73.8,,,,,0.0042,,,16,121.5,,0,,
168,PORTO WALTER ,12389000,JURUA,,,Segunda,Oitavo,2020,2020-11-27,08:17,25,27.65,7.3,61.97,,5,5.75,,0.0102,56,,0.62,0.6,0.05,30.6,,,,,0.0231,,,11,106.1,,0,,
169,MANCIO LIMA,12430000,MOA,,,Segunda,Oitavo,2020,2020-11-30,09:20,27.58,27.32,6.65,17.4,,6,6.79,,0.0058,23.8,,0.9,0.6,0.12,118.1,,,0.8,,0.0423,,,19,37.2,,0.8,,
170,CRUZEIRO DO SUL ,12500004,JURUA,,,Segunda,Oitavo,2020,2020-11-30,10:50,29.9,27.45,7.04,55.8,,11,5.98,,0.004,38.8,,1.1,0.8,0.16,129.8,,,,,0.0132,,,53,69.7,,0,,
171,TARAUACA,12600002,TARAUACA,,,Segunda,Oitavo,2020,2020-12-01,09:20,26.6,27.55,7.57,101.75,,7,6.75,,0.0069,59.3,,1.2,1,0.12,50.4,,,,,0.0039,,,22,129.6,,0,,
172,FEIJO,12660000,ENVIRA,,,Segunda,Oitavo,2020,2020-12-02,10:00,26.2,28.52,7.71,83.9,,8,6.5,,0.0068,84.8,,0.8,0.6,0.1,94.5,,,1.8,,0.0013,,,32,164.7,,1.8,,
173,MANOEL URBANO ,13190000,PURUS,,,Segunda,Oitavo,2020,2020-12-03, 11:40:00,28,27.07,7.96,51.6,,9,6.99,,0.015,119,,0.9,0.8,0.18,118,,,,,0.03,,,10,240.7,,0,,
174,SENA MADUREIRA,13408000,IACO,,,Segunda,Oitavo,2020,2020-12-03,14:00,31,31.2,8.29,34.18,,7,9.34,,0.0038,68.7,,1.4,0.8,0.15,78.2,,,0.9,,0.0053,,,4,265.6,,0.9,,
175,PORTO ACRE ,13610001,ACRE,,,Segunda,Oitavo,2020,2020-12-08,09:55,29.47,29.13,7.67,47.64,,8,5.93,,0.0079,51,,0.6,0.6,0.09,73.8,,,,795,0.0022,,<1,,92.2,,0.82,,
176,PLACIDO DE CASTRO,15324300,ABUNA,,,Segunda,Oitavo,2020,2020-12-09, 09:40:00,33.83,26.5,7.44,60.03,,6,6.91,,0.004,15.54,,0.4,0.2,0.04,10,,,,369,0.0132,,,1,22.7,,0,,
177,SENADOR GUIOMARD,13770000,IQUIRI,,,Segunda,Oitavo,2020,2020-12-10, 09:25:00,25.68,25.85,5.35,29.08,,5,6.24,,0.003,14.97,,0.42,0.3,0.04,45.3,,,,24,0.0021,,,3,22.8,,0,,
178,RIO BRANCO,13601000,ACRE,,,Segunda,Oitavo,2020,2020-12-11,10:00,25.38,27.83,7.40,51.96,,6,6.78,86.3,0.0069,40.4,,1.6,0.98,0,165.2,,,,,0.0248,,<1,,74.5,,0.38,,
179,MANCIO LIMA,12430000,MOA,,,Primeira,Nono,2021,2021-02-09,08:00,,25.75,7.48,4.29,,5,4.15,50.9,0.008,91.3,,0.7,0.6,0.07,66.3,8,4.32,,,0.0198,,14.1,,20.1,6,0.2,64.4,BOA
180,CRUZEIRO DO SUL,12500004,JURUA,,,Primeira,Nono,2021,2021-02-09,08:58,25.85,26.45,7.51,37.5,,9,5.09,63.1,0.0036,42.3,,0.72,0.6,0.11,90.8,13,6.7,,,0.0121,,41.7,,44.1,8,0.01,56.37,BOA
181,TARAUACA,12600002,TARAUACA,,,Primeira,Nono,2021,2021-02-10,06:49,26.7,26.71,7.63,140.6,,6,6.63,82.8,0.0056,71.2,,1.6,1.2,0.08,28.2,10,5.26,,,0.0022,,2,,146.5,6,0.02,51.61,BOA
182,FEIJO,12660000,ENVIRA,,,Primeira,Nono,2021,2021-02-10,08:25,24.92,26.14,6.69,116.2,,6,6.19,76.5,0.0056,91.6,,0.6,0.05,0.08,78.9,10,2.4,,,0.0022,,22.8,,142.2,12,0.88,54.32,BOA
183,MANOEL URBANO,13190000,PURUS,,,Primeira,Nono,2021,2021-02-11,07:47,23.84,25.45,6.62,243.23,,7,5.11,62.3,0.0081,73.3,,0.89,0.86,0.12,78,6,6.055,,,0.021,,8.4,,88.9,12,0,38.64,REGULAR
184,SENA MADUREIRA,13408000,IACO,,,Primeira,Nono,2021,2021-02-12,07:40,24.4,25.4,8.38,179.3,,4,4.3,52.4,0.0043,10.64,,0.8,0.71,0.02,31.5,8,3.2,,,0.0041,,3.1,,60.9,3,0.1,61.03,BOA
185,ASSIS BRASIL,13438000,ACRE,,,Primeira,Nono,2021,2021-02-18,09:57,27.07,25.06,7.01,185.54,,5,7.53,91.2,0.004,37.5,,0.4,0.3,0.03,36.4,8,4.01,,Não,0.0012,,14.6,,72.1,5,0.05,66.15,BOA
186,BRASILEIA,13459000,ACRE,,,Primeira,Nono,2021,2021-02-18,14:09,26.33,24.56,6.83,253.6,,6,6.36,76.4,0.00411,30.1,,0.4,0.35,0.04,45.9,10,5.48,,711.058,0.0031,,10.9,,56.6,6,0.02,64.22,BOA
187,XAPURI,13550001,ACRE,,,Primeira,Nono,2021,2021-02-19,08:45,27.19,24.76,6.84,244.95,,7,6.74,81.5,0.01712,119.9,,0.35,0.05,0.14,121,11,6.51,,899.65,0.0181,,52.1,,52.5,8,0.16,60.6,BOA
188,RIO BRANCO,13601000,ACRE,,,Primeira,Nono,2021,2021-02-25,09:01,29.12,25.55,6.31,95.04,,4,5.61,68.5,0.0037,21.5,,1.1,0.8,0.01,93.3,10,4.44,,"1,745.050",0.0142,,27.5,,43.2,2,0.19,67.37,BOA
189,PORTO ACRE,13610001,ACRE,,,Primeira,Nono,2021,2021-02-24,12:07,25.78,25.78,4.21,3.14,,5,9.14,112.2,0.00378,24.4,,0.5,0.4,0.05,29.5,8,4.33,,"2,054.755",0.0011,,14.6,,9,6,0.21,64.69,BOA
190,SENADOR GUIOMARD,13770000,IQUIRI,,,Primeira,Nono,2021,2021-02-23,04:25,25.65,30.14,4.57,1.82,,6,8.39,111.2,0.002136,10.6,,0.6,0.4,0,13.2,10,5.38,,33.859,0.0012,,4,,19.1,7,0.31,69.27,BOA
191,PLACIDO DE CASTRO,15324300,ABUNA,,,Primeira,Nono,2021,2021-02-23,10:15,25.73,25.71,5.95,18.06,,4,5.1,62.5,0.0318,12.34,,0.6,0.4,0,8.4,12,1.04,,536831,0.0111,,2,,19.1,8,0.01,76.81,BOA
192,SENADOR GUIOMARD,13770000,IQUIRI,,,Segunda,Nono,2021,2021-05-31,13:10,26.28,24.862,6.02,31.94,,8,6.27,75.7,0.0028,7.61,,0.4,0.36,0.21,78.2,10,4.1,,9.644,0.001,,17.8,,15.1,6,0.25,71.11,BOA
193,RIO BRANCO,13601000,ACRE,,,Segunda,Nono,2021,2021-06-01,10:00,25.07,26.63,7,170.75,,9,6.5,81.01,0.0032,39.8,,0.6,0.6,0.04,2,6,3.8,,124.454,0.8,,0,,76.3,10,0.13,57.45,BOA
194,PORTO ACRE,13610001,ACRE,,,Segunda,Nono,2021,2021-06-02,09:00,26.15,26.76,6.9,144.81,,6,6.03,75.3,0.004,40.2,,0.4,0.3,0.16,95,20,3.8,,134.375,0.0012,,0,,83.7,16,0.23,68.5,BOA
195,PLACIDO DE CASTRO,15324300,ABUNA,,,Segunda,Nono,2021,2021-06-03,09:30,33.63,24.96,6.19,70.4,,10,6.8,82.2,0.03,10.58,,0.4,0.36,0.09,25.4,8,2,,81.078,0.0129,,4.2,,20.2,6,0.04,71.05,BOA
196,MANCIO LIMA,12430000,MOA,,,Segunda,Nono,2021,2021-06-08,09:30,26.15,26.32,6.55,33.4,,9,5.68,70.4,0.06,23.1,,0.5,0.5,0.05,45.3,16,4.2,,,0.0126,,0,,45.6,10,0.15,77.54,BOA
197,CRUZEIRO DO SUL,12500004,JURUA,,,Segunda,Nono,2021,2021-06-08,11:00,27.37,26.85,7.26,47.5,,10,6.2,78.4,0.0029,72.3,,0.6,0.5,0.11,83.1,10,6.5,,,0.011,,0,,125.8,8,0.03,78.01,BOA
198,TARAUACA,12600002,TARAUACA,,,Segunda,Nono,2021,2021-06-09,08:40,26.23,27.5,7.97,108.17,,7,6.83,86.5,0.005,151.7,,1.6,1.4,0.09,2,6,3.8,,,0.002,,0,,297.4,12,0.05,67.83,BOA
199,FEIJO,12660000,ENVIRA,,,Segunda,Nono,2021,2021-06-10,09:40,28.56,28.53,8.13,55.08,,7,6.72,86.8,0.0102,231,,0.6,0.5,0.14,32.4,50,3,,,0.00212,,0,,472,16,0.36,78.57,BOA
200,MANOEL URBANO,13190000,PURUS,,,Segunda,Nono,2021,2021-06-11,10:30,29.05,29.25,8.13,70.11,,10,7.01,91.7,0.0142,193.4,,0.62,0.6,0.2,65.9,25,4.6,,,0.012,,0,,395.8,12,0.02,75.42,BOA
201,SENA MADUREIRA,13408000,IACO,,,Segunda,Nono,2021,2021-06-11,13:20,29.71,29.3,8.02,54.45,,8,7.77,101.7,0.009,161.6,,0.6,0.6,0.17,12.4,18,3,,,0.0014,,0,,331.1,12,0.08,79.89,OTIMA
202,SANTA ROSA DO PURUS,13169900,PURUS,,,Segunda,Nono,2021,2021-06-18,08:35,24.5,27.43,8.14,61.29,,8,6.98,88.4,0.03,174.8,,0.32,0.3,0.25,9.9,16,0.1,,,0.0027,,0,,363.3,10,0.05,78.31,BOA
203,JORDAO,12557000,TARAUACA,,,Segunda,Nono,2021,2021-06-25,09:00,27,25.99,8.36,21.27,,6,7.57,93.4,0.005,338,,0.22,0.19,0.18,1,6,0.32,,,0.00113,,0,,446.4,8,0.29,82.23,OTIMA
204,ASSIS BRASIL,13438000,ACRE,,,Segunda,Nono,2021,2021-06-30,07:34,13.8,17.9,7.93,10.55,,5,8.69,91.8,0.0035,174.2,,0.32,0.22,0.28,5.34,30,3.2,,Não,0.0011,,0,,357.3,14,0.08,87.59,OTIMA
205,BRASILEIA,13459000,ACRE,,,Segunda,Nono,2021,2021-06-30,10:30,16.6,18.9,7.28,104.5,,9,8.69,93.6,0.004,54.4,,0.3,0.3,0.024,3.1,10,5,,27.56,0.0029,,0,,87.2,14,8.69,66.91,BOA
206,XAPURI,13550001,ACRE,,,Segunda,Nono,2021,2021-07-01,09:00,19.2,20,7.32,107.77,,7,8.43,92.6,0.01,54.6,,0.2,0.1,0.07,7.5,7,5.4,,55.178,0.0022,,0,,107.4,10,0.11,69.95,BOA
207,PORTO WALTER,12389000,JURUA,,,Primeira,Decimo,2021,2021-08-18,09:15,27.7,29.4,7.86,35.03,,,5.8,76.2,,,,,,,,,,,,,,,,400.1,,,,SEM INFORMAÇÃO
208,MARECHAL THAUMATURGO,12369000,JURUA,,,Primeira,Decimo,2021,2021-08-19,17:00,28.2,30.7,8.46,13.88,,,8.08,108.5,,,,,,,,,,,,,,,,433.3,,,,SEM INFORMAÇÃO
209,RIO BRANCO,13601000,ACRE,,,Primeira,Decimo,2021,2021-09-08,10:30,37.5,30.1,7.7,51.5,,7,6.47,85.6,0.0039,49.6,,6,6,0.032,3,4,2.9,,34.947,0.5,,0,,132.6,7,0.09,69.09,BOA
210,SENADOR GUIOMARD,13770000,IQUIRI,,,Primeira,Decimo,2021,2021-09-08,14:45,31.8,26.9,6.59,30.01,,6,5.85,73.2,0.0029,10.33,,0.4,0.4,0.16,31,8,3.2,,1.84,0.002,,10.3,,23.5,5,0.1,76.3,BOA
211,PORTO ACRE,13610001,ACRE,,,Primeira,Decimo,2021,2021-09-09,14:45,35.1,31.3,7.53,24.79,,8,6.76,91.6,0.0038,47.4,,1,0.8,0.21,39.7,18,3.1,,39.624,0.018,,0,,130.8,10,0.3,82.94,OTIMA
212,PLACIDO DE CASTRO,15324300,ABUNA,,,Primeira,Decimo,2021,2021-09-10,11:00,29.5,28.2,6.58,50.96,,8,7,89.8,0.0102,17.51,,0.42,0.4,0.13,10,10,2.4,,18.288,0.013,,0,,30.1,4,0.09,79.24,OTIMA
213,MANCIO LIMA,12430000,MOA,,,Primeira,Decimo,2021,2021-09-15,08:15,27.94,28.88,6.72,50.23,,7,6.51,84.4,0.8,78.9,,0.6,0.4,0.11,59.6,20,3.8,,,0.021,,0,,60.2,15,0.19,79.95,OTIMA
214,CRUZEIRO DO SUL,12500004,JURUA,,,Primeira,Decimo,2021,2021-09-15,09:30,27.84,28.68,7.3,208.7,,6,4.45,57.5,0.0026,23.8,,0.7,0.6,0.09,21.1,11,5.2,,,0.022,,0,,230.2,6,0.05,63.94,BOA
215,TARAUACA,12600002,TARAUACA,,,Primeira,Decimo,2021,2021-09-16,07:25,26.67,28.13,7.6,482.3,,5,6.22,79.7,0.0042,172.1,,1,0.9,0.1,1,19,3.6,,,0.0028,,0,,201.3,10,0.18,69.17,BOA
216,FEIJO,12660000,ENVIRA,,,Primeira,Decimo,2021,2021-09-16,09:10,26.62,29.72,7.91,188.09,,5,4.97,65.5,0.011,75.1,,0.6,0.4,0.12,11.9,20,2.8,,,0.00131,,0,,469.7,10,0.41,67.23,BOA
217,MANOEL URBANO,13190000,PURUS,,,Primeira,Decimo,2021,2021-09-17,07:33,26.36,29.58,8.34,51.93,,8,6.77,89,0.009,170.9,,0.8,0.5,0.07,35.7,18,3.8,,,0.018,,0,,402.6,10,0.1,78.2,BOA
218,SENA MADUREIRA,13408000,IACO,,,Primeira,Decimo,2021,2021-09-17,10:00,27.07,29.29,8.35,41.42,,10,6.78,88.6,0.006,143.3,,0.6,0.4,0.22,10.3,12,2.6,,,0.0032,,0,,485.4,8,0.09,78.39,BOA
219,SANTA ROSA DO PURUS,13169900,PURUS,,,Primeira,Decimo,2021,2021-09-24,08:22,24.9,28.2,8.1,186.9,,7,6.82,87.5,0.015,97.1,,0.4,0.31,0.2,5.6,10,0.4,,,0.0018,,0,,245.7,6,0.09,68.8,BOA
220,JORDAO,12557000,TARAUACA,,,Primeira,Decimo,2021,2021-09-30,08:15,27.26,26.23,7.9,203.5,,4,6.37,78.9,0.0062,102.5,,0.3,0.2,0.14,3,12,0.5,,,0.0018,,0,,282.8,7,0.31,70.8,BOA
221,ASSIS BRASIL,13438000,ACRE,,,Primeira,Decimo,2021,2021-10-07,09:25,29.1,28.9,7.84,310.72,,6,6.81,88.4,0.0034,82.3,,0.26,0.2,0.17,7.9,19,3,,Não,0.001,,0,,226.3,11,0.1,70.09,BOA
222,BRASILEIA,13459000,ACRE,,,Primeira,Decimo,2021,2021-10-07,13:40,31,28.5,7.47,92.92,,6,6.88,88.8,0.0025,49.2,,0.55,0.4,0.23,10,16,3.6,,31.108,0.0018,,0,,125.6,10,0.08,77.91,BOA
223,XAPURI,13550001,ACRE,,,Primeira,Decimo,2021,2021-10-08,07:20,27.8,29.2,7.35,93.84,,5,6.45,84.1,0.008,44.9,,0.3,0.15,0.09,4.6,10,4.1,,39.645,0.0018,,0,,131.3,6,0.12,78.44,BOA
224,RIO BRANCO,13601000,ACRE,,,Segunda,Decimo,2021,2021-12-08,10:00,28.8,26.38,6.58,318.45,,5,3.83,47.4,0.342,27,,6.1,4.5,0.24,6,8,1.6,,325.197,0.1,,0,,65.5,5,0.11,56.21,BOA
225,SENADOR GUIOMARD,13770000,IQUIRI,,,Segunda,Decimo,2021,2021-12-08,15:20,25.8,25.7,5.75,99.96,,5,5.18,63.5,0.456,11.28,,3.1,2.3,0.08,10,5,2,,7.735,0.2,,0,,25,4,0.05,63.22,BOA
226,PORTO ACRE,13610001,ACRE,,,Segunda,Decimo,2021,2021-12-09,10:30,34,27.5,6.42,294.83,,10,3.95,50,0.3,24.2,,1.2,0.7,0.1,25.1,12,25.1,,477.114,0.09,,0,,65.8,8,0.21,55.95,BOA
227,PLACIDO DE CASTRO,15324300,ABUNA,,,Segunda,Decimo,2021,2021-12-10,14:00,34.9,26.6,5.95,131.05,,6,5.7,70.8,0.4256,9.96,,1.3,0.8,0.07,13,14,1.8,,126.091,0.086,,0,,25.3,6,0.14,62.11,BOA
228,CRUZEIRO DO SUL,12500004,JURUA,,,Segunda,Decimo,2021,2021-12-14,07:01,25.7,25.78,6.61,265.04,,8,2.92,35.4,0.342,27.1,,1.06,0.9,0.12,15.3,10,1.6,,,0.062,,0,,71.4,7,0.09,53.6,BOA
229,MANCIO LIMA,12430000,MOA,,,Segunda,Decimo,2021,2021-12-14,08:07,25.6,25.45,5.39,14.69,,10,1.86,22.7,0.0988,11.2,,1.9,1.6,0.18,34.1,16,1.6,,,0.039,,0,,28.4,12,0.06,52.65,BOA
230,TARAUACA,12600002,TARAUACA,,,Segunda,Decimo,2021,2021-12-15,06:40,25.85,26.61,7.57,331.05,,7,6.29,78.4,0.1748,69.7,,2,1.8,0.05,4,18,1,,,0.012,,0,,176.4,7,0.11,67.4,BOA
231,FEIJO,12660000,ENVIRA,,,Segunda,Decimo,2021,2021-12-15,08:15,27.12,26.43,7.63,270.28,,4,5.612,69.7,0.1596,66.6,,2.4,1.1,0.07,3,12,0.9,,,0.051,,0,,163.5,8,0.1,67.32,BOA
232,MANOEL URBANO,13190000,PURUS,,,Segunda,Decimo,2021,2021-12-16,07:00,27.2,27.23,7.34,373.84,,10,5.07,63.9,2.432,55,,1.2,0.8,0.2,49,10,1.3,,,0.012,,5.3,,138.6,6,0.08,60.59,BOA
233,SENA MADUREIRA,13408000,IACO,,,Segunda,Decimo,2021,2021-12-16,08:32,27.06,26.42,6.66,285.57,,13,3.99,49.5,0.722,28.8,,2.9,1.6,0.17,14.21,15,1.4,,,0.056,,3,,73.5,10,0.04,53.08,BOA
234,ASSIS BRASIL,13438000,ACRE,,,Segunda,Decimo,2021,2022-01-11,10:40,31.2,29,7.64,74.62,,10,7.6,99.1,0.1064,99.1,,3,2.4,0.09,4,10,0.9,,Não,0.039,,0,,274.1,6,0.05,75.07,BOA
235,BRASILEIA,13459000,ACRE,,,Segunda,Decimo,2021,2022-01-11,13:30,33.4,27.1,7.07,166.06,,9,6.66,83.8,0.418,33.1,,5.2,5,0.11,6.4,12,1.1,,65.476,0.039,,2,,78.8,5,0.03,63.2,BOA
236,XAPURI,13550001,ACRE,,,Segunda,Decimo,2021,2022-01-12,08:30,26.6,26.7,6.54,239.5,,4,6.38,79.5,0.38,28.2,,3.8,3.6,0.03,2.7,6,1.6,,177.125,0.096,,0,,60.7,4,0.1,66.5,BOA
237,MARECHAL THAUMATURGO,12369000,JURUA,,,Primeira,Decimo Primeiro,2022,2022-04-08,12:00,27.7,26.3,7.63,337.49,,6,6.06,,0.224,71.6,,1.1,0.8,0.14,17.7,15,21,,,0.042,,0,,205.7,10,0.29,67.62,BOA
